,Date,Bonds 10year
11422,2016-09-27,1.556
11423,2016-09-28,1.567
11424,2016-09-29,1.557
11425,2016-09-30,1.608
11427,2016-10-03,1.622
11428,2016-10-04,1.683
11429,2016-10-05,1.716
11430,2016-10-06,1.742
11431,2016-10-07,1.736
11433,2016-10-11,1.759
11434,2016-10-12,1.778
11435,2016-10-13,1.738
11436,2016-10-14,1.794
11438,2016-10-17,1.766
11439,2016-10-18,1.749
11440,2016-10-19,1.752
11441,2016-10-20,1.747
11442,2016-10-21,1.74
11444,2016-10-24,1.763
11445,2016-10-25,1.758
11446,2016-10-26,1.79
11447,2016-10-27,1.843
11448,2016-10-28,1.845
11450,2016-10-31,1.834
11451,2016-11-01,1.82
11452,2016-11-02,1.799
11453,2016-11-03,1.812
11454,2016-11-04,1.783
11456,2016-11-07,1.828
11457,2016-11-08,1.862
11458,2016-11-09,2.072
11459,2016-11-10,2.117
11461,2016-11-14,2.222
11462,2016-11-15,2.238
11463,2016-11-16,2.223
11464,2016-11-17,2.276
11465,2016-11-18,2.335
11467,2016-11-21,2.339
11468,2016-11-22,2.321
11469,2016-11-23,2.357
11470,2016-11-25,2.372
11472,2016-11-28,2.32
11473,2016-11-29,2.302
11474,2016-11-30,2.368
11475,2016-12-01,2.441
11476,2016-12-02,2.39
11478,2016-12-05,2.387
11479,2016-12-06,2.396
11480,2016-12-07,2.347
11481,2016-12-08,2.387
11482,2016-12-09,2.464
11484,2016-12-12,2.479
11485,2016-12-13,2.481
11486,2016-12-14,2.525
11487,2016-12-15,2.58
11488,2016-12-16,2.597
11490,2016-12-19,2.542
11491,2016-12-20,2.568
11492,2016-12-21,2.546
11493,2016-12-22,2.553
11494,2016-12-23,2.543
11496,2016-12-27,2.563
11497,2016-12-28,2.506
11498,2016-12-29,2.477
11499,2016-12-30,2.446
11501,2017-01-03,2.45
11502,2017-01-04,2.452
11503,2017-01-05,2.368
11504,2017-01-06,2.418
11506,2017-01-09,2.376
11507,2017-01-10,2.379
11508,2017-01-11,2.37
11509,2017-01-12,2.361
11510,2017-01-13,2.38
11512,2017-01-17,2.327
11513,2017-01-18,2.389
11514,2017-01-19,2.459
11515,2017-01-20,2.467
11517,2017-01-23,2.403
11518,2017-01-24,2.471
11519,2017-01-25,2.523
11520,2017-01-26,2.508
11521,2017-01-27,2.481
11523,2017-01-30,2.483
11524,2017-01-31,2.451
11525,2017-02-01,2.474
11526,2017-02-02,2.47
11527,2017-02-03,2.491
11529,2017-02-06,2.413
11530,2017-02-07,2.389
11531,2017-02-08,2.351
11532,2017-02-09,2.395
11533,2017-02-10,2.409
11535,2017-02-13,2.434
11536,2017-02-14,2.47
11537,2017-02-15,2.502
11538,2017-02-16,2.45
11539,2017-02-17,2.425
11541,2017-02-21,2.427
11542,2017-02-22,2.418
11543,2017-02-23,2.388
11544,2017-02-24,2.317
11546,2017-02-27,2.369
11547,2017-02-28,2.358
11548,2017-03-01,2.463
11549,2017-03-02,2.489
11550,2017-03-03,2.492
11552,2017-03-06,2.494
11553,2017-03-07,2.511
11554,2017-03-08,2.552
11555,2017-03-09,2.598
11556,2017-03-10,2.582
11558,2017-03-13,2.608
11559,2017-03-14,2.595
11560,2017-03-15,2.508
11561,2017-03-16,2.522
11562,2017-03-17,2.501
11564,2017-03-20,2.473
11565,2017-03-21,2.436
11566,2017-03-22,2.396
11567,2017-03-23,2.418
11568,2017-03-24,2.4
11570,2017-03-27,2.373
11571,2017-03-28,2.409
11572,2017-03-29,2.386
11573,2017-03-30,2.416
11574,2017-03-31,2.396
11576,2017-04-03,2.35
11577,2017-04-04,2.35
11578,2017-04-05,2.357
11579,2017-04-06,2.343
11580,2017-04-07,2.373
11582,2017-04-10,2.361
11583,2017-04-11,2.298
11584,2017-04-12,2.296
11585,2017-04-13,2.232
11587,2017-04-17,2.252
11588,2017-04-18,2.179
11589,2017-04-19,2.202
11590,2017-04-20,2.241
11591,2017-04-21,2.237
11593,2017-04-24,2.273
11594,2017-04-25,2.327
11595,2017-04-26,2.311
11596,2017-04-27,2.296
11597,2017-04-28,2.282
11599,2017-05-01,2.325
11600,2017-05-02,2.296
11601,2017-05-03,2.309
11602,2017-05-04,2.356
11603,2017-05-05,2.352
11605,2017-05-08,2.376
11606,2017-05-09,2.407
11607,2017-05-10,2.414
11608,2017-05-11,2.4
11609,2017-05-12,2.335
11611,2017-05-15,2.338
11612,2017-05-16,2.329
11613,2017-05-17,2.216
11614,2017-05-18,2.233
11615,2017-05-19,2.245
11617,2017-05-22,2.254
11618,2017-05-23,2.285
11619,2017-05-24,2.266
11620,2017-05-25,2.255
11621,2017-05-26,2.25
11623,2017-05-30,2.217
11624,2017-05-31,2.196
11625,2017-06-01,2.217
11626,2017-06-02,2.159
11628,2017-06-05,2.182
11629,2017-06-06,2.147
11630,2017-06-07,2.178
11631,2017-06-08,2.194
11632,2017-06-09,2.199
11634,2017-06-12,2.213
11635,2017-06-13,2.207
11636,2017-06-14,2.138
11637,2017-06-15,2.162
11638,2017-06-16,2.157
11640,2017-06-19,2.19
11641,2017-06-20,2.153
11642,2017-06-21,2.155
11643,2017-06-22,2.153
11644,2017-06-23,2.144
11646,2017-06-26,2.137
11647,2017-06-27,2.198
11648,2017-06-28,2.221
11649,2017-06-29,2.267
11650,2017-06-30,2.302
11653,2017-07-05,2.334
11654,2017-07-06,2.37
11655,2017-07-07,2.393
11657,2017-07-10,2.371
11658,2017-07-11,2.362
11659,2017-07-12,2.327
11660,2017-07-13,2.348
11661,2017-07-14,2.319
11663,2017-07-17,2.309
11664,2017-07-18,2.263
11665,2017-07-19,2.268
11666,2017-07-20,2.266
11667,2017-07-21,2.232
11669,2017-07-24,2.254
11670,2017-07-25,2.326
11671,2017-07-26,2.282
11672,2017-07-27,2.31
11673,2017-07-28,2.289
11675,2017-07-31,2.292
11676,2017-08-01,2.251
11677,2017-08-02,2.262
11678,2017-08-03,2.228
11679,2017-08-04,2.267
11681,2017-08-07,2.257
11682,2017-08-08,2.283
11683,2017-08-09,2.241
11684,2017-08-10,2.212
11685,2017-08-11,2.189
11687,2017-08-14,2.219
11688,2017-08-15,2.266
11689,2017-08-16,2.226
11690,2017-08-17,2.199
11691,2017-08-18,2.194
11693,2017-08-21,2.18
11694,2017-08-22,2.215
11695,2017-08-23,2.171
11696,2017-08-24,2.194
11697,2017-08-25,2.169
11699,2017-08-28,2.159
11700,2017-08-29,2.136
11701,2017-08-30,2.143
11702,2017-08-31,2.121
11703,2017-09-01,2.157
11705,2017-09-05,2.07
11706,2017-09-06,2.108
11707,2017-09-07,2.061
11708,2017-09-08,2.061
11710,2017-09-11,2.125
11711,2017-09-12,2.171
11712,2017-09-13,2.195
11713,2017-09-14,2.197
11714,2017-09-15,2.202
11716,2017-09-18,2.229
11717,2017-09-19,2.243
11718,2017-09-20,2.277
11719,2017-09-21,2.278
11720,2017-09-22,2.262
11722,2017-09-25,2.22
11723,2017-09-26,2.229
11724,2017-09-27,2.309
11725,2017-09-28,2.309
11726,2017-09-29,2.326
11728,2017-10-02,2.337
11729,2017-10-03,2.334
11730,2017-10-04,2.33
11731,2017-10-05,2.35
11732,2017-10-06,2.37
11734,2017-10-09,2.361
11735,2017-10-10,2.345
11736,2017-10-11,2.345
11737,2017-10-12,2.323
11738,2017-10-13,2.28
11740,2017-10-16,2.307
11741,2017-10-17,2.298
11742,2017-10-18,2.339
11743,2017-10-19,2.321
11744,2017-10-20,2.381
11746,2017-10-23,2.376
11747,2017-10-24,2.406
11748,2017-10-25,2.444
11749,2017-10-26,2.452
11750,2017-10-27,2.428
11752,2017-10-30,2.37
11753,2017-10-31,2.376
11754,2017-11-01,2.376
11755,2017-11-02,2.347
11756,2017-11-03,2.343
11758,2017-11-06,2.32
11759,2017-11-07,2.307
11760,2017-11-08,2.325
11761,2017-11-09,2.331
11762,2017-11-10,2.4
11764,2017-11-13,2.4
11765,2017-11-14,2.381
11766,2017-11-15,2.335
11767,2017-11-16,2.361
11768,2017-11-17,2.354
11770,2017-11-20,2.372
11771,2017-11-21,2.363
11772,2017-11-22,2.322
11775,2017-11-27,2.328
11776,2017-11-28,2.338
11777,2017-11-29,2.376
11778,2017-11-30,2.417
11779,2017-12-01,2.362
11781,2017-12-04,2.379
11782,2017-12-05,2.356
11783,2017-12-06,2.33
11784,2017-12-07,2.376
11785,2017-12-08,2.383
11787,2017-12-11,2.385
11788,2017-12-12,2.403
11789,2017-12-13,2.349
11790,2017-12-14,2.346
11791,2017-12-15,2.355
11793,2017-12-18,2.392
11794,2017-12-19,2.463
11795,2017-12-20,2.497
11796,2017-12-21,2.481
11797,2017-12-22,2.485
11799,2017-12-26,2.467
11800,2017-12-27,2.414
11801,2017-12-28,2.432
11802,2017-12-29,2.405
11804,2018-01-02,2.465
11805,2018-01-03,2.447
11806,2018-01-04,2.453
11807,2018-01-05,2.476
11809,2018-01-08,2.48
11810,2018-01-09,2.546
11811,2018-01-10,2.55
11812,2018-01-11,2.531
11813,2018-01-12,2.552
11815,2018-01-16,2.544
11816,2018-01-17,2.578
11817,2018-01-18,2.611
11818,2018-01-19,2.637
11820,2018-01-22,2.665
11821,2018-01-23,2.624
11822,2018-01-24,2.654
11823,2018-01-25,2.621
11824,2018-01-26,2.662
11826,2018-01-29,2.699
11827,2018-01-30,2.726
11828,2018-01-31,2.72
11829,2018-02-01,2.773
11830,2018-02-02,2.854
11832,2018-02-05,2.794
11833,2018-02-06,2.768
11834,2018-02-07,2.844
11835,2018-02-08,2.851
11836,2018-02-09,2.829
11838,2018-02-12,2.857
11839,2018-02-13,2.84
11840,2018-02-14,2.913
11841,2018-02-15,2.891
11842,2018-02-16,2.877
11844,2018-02-20,2.893
11845,2018-02-21,2.943
11846,2018-02-22,2.917
11847,2018-02-23,2.871
11849,2018-02-26,2.859
11850,2018-02-27,2.908
11851,2018-02-28,2.868
11852,2018-03-01,2.804
11853,2018-03-02,2.857
11855,2018-03-05,2.881
11856,2018-03-06,2.877
11857,2018-03-07,2.883
11858,2018-03-08,2.866
11859,2018-03-09,2.894
11861,2018-03-12,2.87
11862,2018-03-13,2.848
11863,2018-03-14,2.817
11864,2018-03-15,2.826
11865,2018-03-16,2.848
11867,2018-03-19,2.845
11868,2018-03-20,2.879
11869,2018-03-21,2.907
11870,2018-03-22,2.832
11871,2018-03-23,2.83
11873,2018-03-26,2.843
11874,2018-03-27,2.786
11875,2018-03-28,2.775
11876,2018-03-29,2.741
11878,2018-04-02,2.732
11879,2018-04-03,2.784
11880,2018-04-04,2.788
11881,2018-04-05,2.832
11882,2018-04-06,2.775
11884,2018-04-09,2.786
11885,2018-04-10,2.797
11886,2018-04-11,2.79
11887,2018-04-12,2.834
11888,2018-04-13,2.829
11890,2018-04-16,2.832
11891,2018-04-17,2.814
11892,2018-04-18,2.867
11893,2018-04-19,2.914
11894,2018-04-20,2.951
11896,2018-04-23,2.973
11897,2018-04-24,2.983
11898,2018-04-25,3.024
11899,2018-04-26,2.99
11900,2018-04-27,2.957
11902,2018-04-30,2.936
11903,2018-05-01,2.976
11904,2018-05-02,2.964
11905,2018-05-03,2.946
11906,2018-05-04,2.944
11908,2018-05-07,2.95
11909,2018-05-08,2.969
11910,2018-05-09,3.004
11911,2018-05-10,2.971
11912,2018-05-11,2.971
11914,2018-05-14,2.995
11915,2018-05-15,3.08
11916,2018-05-16,3.095
11917,2018-05-17,3.109
11918,2018-05-18,3.067
11920,2018-05-21,3.065
11921,2018-05-22,3.065
11922,2018-05-23,3.003
11923,2018-05-24,2.981
11924,2018-05-25,2.931
11926,2018-05-29,2.768
11927,2018-05-30,2.842
11928,2018-05-31,2.822
11929,2018-06-01,2.895
11931,2018-06-04,2.937
11932,2018-06-05,2.919
11933,2018-06-06,2.975
11934,2018-06-07,2.933
11935,2018-06-08,2.937
11937,2018-06-11,2.957
11938,2018-06-12,2.957
11939,2018-06-13,2.977
11940,2018-06-14,2.946
11941,2018-06-15,2.924
11943,2018-06-18,2.926
11944,2018-06-19,2.893
11945,2018-06-20,2.928
11946,2018-06-21,2.897
11947,2018-06-22,2.9
11949,2018-06-25,2.875
11950,2018-06-26,2.88
11951,2018-06-27,2.827
11952,2018-06-28,2.847
11953,2018-06-29,2.849
11955,2018-07-02,2.866
11957,2018-07-05,2.84
11958,2018-07-06,2.831
11960,2018-07-09,2.86
11961,2018-07-10,2.873
11962,2018-07-11,2.842
11963,2018-07-12,2.853
11964,2018-07-13,2.831
11966,2018-07-16,2.858
11967,2018-07-17,2.864
11968,2018-07-18,2.875
11969,2018-07-19,2.847
11970,2018-07-20,2.895
11972,2018-07-23,2.965
11973,2018-07-24,2.949
11974,2018-07-25,2.936
11975,2018-07-26,2.975
11976,2018-07-27,2.96
11978,2018-07-30,2.975
11979,2018-07-31,2.964
11980,2018-08-01,3.003
11981,2018-08-02,2.986
11982,2018-08-03,2.953
11984,2018-08-06,2.938
11985,2018-08-07,2.973
11986,2018-08-08,2.971
11987,2018-08-09,2.935
11988,2018-08-10,2.857
11990,2018-08-13,2.877
11991,2018-08-14,2.895
11992,2018-08-15,2.852
11993,2018-08-16,2.871
11994,2018-08-17,2.873
11996,2018-08-20,2.823
11997,2018-08-21,2.844
11998,2018-08-22,2.823
11999,2018-08-23,2.821
12000,2018-08-24,2.826
12002,2018-08-27,2.848
12003,2018-08-28,2.884
12004,2018-08-29,2.884
12005,2018-08-30,2.86
12006,2018-08-31,2.853
12008,2018-09-04,2.902
12009,2018-09-05,2.902
12010,2018-09-06,2.879
12011,2018-09-07,2.942
12013,2018-09-10,2.937
12014,2018-09-11,2.977
12015,2018-09-12,2.963
12016,2018-09-13,2.963
12017,2018-09-14,2.994
12019,2018-09-17,3.001
12020,2018-09-18,3.048
12021,2018-09-19,3.083
12022,2018-09-20,3.078
12023,2018-09-21,3.068
12025,2018-09-24,3.078
12026,2018-09-25,3.102
12027,2018-09-26,3.061
12028,2018-09-27,3.056
12029,2018-09-28,3.056
12031,2018-10-01,3.08
12032,2018-10-02,3.056
12033,2018-10-03,3.161
12034,2018-10-04,3.197
12035,2018-10-05,3.225
12037,2018-10-08,3.233
12038,2018-10-09,3.208
12039,2018-10-10,3.225
12040,2018-10-11,3.133
12041,2018-10-12,3.141
12043,2018-10-15,3.163
12044,2018-10-16,3.156
12045,2018-10-17,3.179
12046,2018-10-18,3.175
12047,2018-10-19,3.198
12049,2018-10-22,3.196
12050,2018-10-23,3.166
12051,2018-10-24,3.124
12052,2018-10-25,3.136
12053,2018-10-26,3.077
12055,2018-10-29,3.087
12056,2018-10-30,3.11
12057,2018-10-31,3.159
12058,2018-11-01,3.144
12059,2018-11-02,3.214
12061,2018-11-05,3.201
12062,2018-11-06,3.214
12063,2018-11-07,3.213
12064,2018-11-08,3.234
12065,2018-11-09,3.189
12067,2018-11-12,3.186
12068,2018-11-13,3.145
12069,2018-11-14,3.12
12070,2018-11-15,3.118
12071,2018-11-16,3.074
12073,2018-11-19,3.057
12074,2018-11-20,3.048
12075,2018-11-21,3.061
12078,2018-11-26,3.072
12079,2018-11-27,3.055
12080,2018-11-28,3.044
12081,2018-11-29,3.035
12082,2018-11-30,3.013
12084,2018-12-03,2.992
12085,2018-12-04,2.924
12086,2018-12-06,2.876
12087,2018-12-07,2.85
12089,2018-12-10,2.856
12090,2018-12-11,2.879
12091,2018-12-12,2.906
12092,2018-12-13,2.911
12093,2018-12-14,2.891
12095,2018-12-17,2.857
12096,2018-12-18,2.825
12097,2018-12-19,2.778
12098,2018-12-20,2.789
12099,2018-12-21,2.792
12102,2018-12-26,2.797
12103,2018-12-27,2.743
12104,2018-12-28,2.736
12106,2018-12-31,2.686
12107,2019-01-02,2.661
12108,2019-01-03,2.554
12109,2019-01-04,2.659
12111,2019-01-07,2.682
12112,2019-01-08,2.716
12113,2019-01-09,2.728
12114,2019-01-10,2.731
12115,2019-01-11,2.701
12117,2019-01-14,2.71
12118,2019-01-15,2.711
12119,2019-01-16,2.731
12120,2019-01-17,2.749
12121,2019-01-18,2.784
12123,2019-01-22,2.73
12124,2019-01-23,2.755
12125,2019-01-24,2.712
12126,2019-01-25,2.753
12128,2019-01-28,2.744
12129,2019-01-29,2.712
12130,2019-01-30,2.695
12131,2019-01-31,2.635
12132,2019-02-01,2.691
12134,2019-02-04,2.724
12135,2019-02-05,2.702
12136,2019-02-06,2.702
12137,2019-02-07,2.652
12138,2019-02-08,2.632
12140,2019-02-11,2.661
12141,2019-02-12,2.684
12142,2019-02-13,2.708
12143,2019-02-14,2.657
12144,2019-02-15,2.666
12146,2019-02-19,2.647
12147,2019-02-20,2.654
12148,2019-02-21,2.688
12149,2019-02-22,2.655
12151,2019-02-25,2.673
12152,2019-02-26,2.636
12153,2019-02-27,2.693
12154,2019-02-28,2.711
12155,2019-03-01,2.755
12157,2019-03-04,2.722
12158,2019-03-05,2.722
12159,2019-03-06,2.692
12160,2019-03-07,2.636
