,Date,Bonds 10year
2793,1988-11-28,9.16
2794,1988-11-29,9.13
2795,1988-11-30,9.06
2796,1988-12-01,9.01
2797,1988-12-02,9.18
2799,1988-12-05,9.13
2800,1988-12-06,8.95
2801,1988-12-07,9.0
2802,1988-12-08,9.02
2803,1988-12-09,9.07
2805,1988-12-12,9.08
2806,1988-12-13,9.15
2807,1988-12-14,9.19
2808,1988-12-15,9.19
2809,1988-12-16,9.17
2811,1988-12-19,9.15
2812,1988-12-20,9.08
2813,1988-12-21,9.07
2814,1988-12-22,9.07
2815,1988-12-23,9.05
2818,1988-12-27,9.13
2819,1988-12-28,9.21
2820,1988-12-29,9.18
2821,1988-12-30,9.14
2824,1989-01-03,9.23
2825,1989-01-04,9.22
2826,1989-01-05,9.27
2827,1989-01-06,9.25
2829,1989-01-09,9.23
2830,1989-01-10,9.24
2831,1989-01-11,9.24
2832,1989-01-12,9.14
2833,1989-01-13,9.06
2836,1989-01-17,9.06
2837,1989-01-18,8.99
2838,1989-01-19,9.0
2839,1989-01-20,9.03
2841,1989-01-23,9.0
2842,1989-01-24,8.93
2843,1989-01-25,8.99
2844,1989-01-26,8.99
2845,1989-01-27,8.95
2847,1989-01-30,9.0
2848,1989-01-31,9.01
2849,1989-02-01,8.99
2850,1989-02-02,8.98
2851,1989-02-03,9.01
2853,1989-02-06,9.01
2854,1989-02-07,8.96
2855,1989-02-08,8.95
2856,1989-02-09,9.13
2857,1989-02-10,9.19
2859,1989-02-13,9.2
2860,1989-02-14,9.23
2861,1989-02-15,9.22
2862,1989-02-16,9.21
2863,1989-02-17,9.2
2866,1989-02-21,9.22
2867,1989-02-22,9.29
2868,1989-02-23,9.36
2869,1989-02-24,9.38
2871,1989-02-27,9.36
2872,1989-02-28,9.32
2873,1989-03-01,9.36
2874,1989-03-02,9.31
2875,1989-03-03,9.31
2877,1989-03-06,9.26
2878,1989-03-07,9.26
2879,1989-03-08,9.23
2880,1989-03-09,9.24
2881,1989-03-10,9.34
2883,1989-03-13,9.35
2884,1989-03-14,9.32
2885,1989-03-15,9.31
2886,1989-03-16,9.3
2887,1989-03-17,9.49
2889,1989-03-20,9.53
2890,1989-03-21,9.53
2891,1989-03-22,9.45
2892,1989-03-23,9.43
2895,1989-03-27,9.44
2896,1989-03-28,9.41
2897,1989-03-29,9.36
2898,1989-03-30,9.34
2899,1989-03-31,9.3
2901,1989-04-03,9.21
2902,1989-04-04,9.17
2903,1989-04-05,9.17
2904,1989-04-06,9.2
2905,1989-04-07,9.27
2907,1989-04-10,9.27
2908,1989-04-11,9.27
2909,1989-04-12,9.29
2910,1989-04-13,9.34
2911,1989-04-14,9.18
2913,1989-04-17,9.2
2914,1989-04-18,9.06
2915,1989-04-19,9.08
2916,1989-04-20,9.2
2917,1989-04-21,9.15
2919,1989-04-24,9.15
2920,1989-04-25,9.12
2921,1989-04-26,9.11
2922,1989-04-27,9.05
2923,1989-04-28,9.02
2925,1989-05-01,9.14
2926,1989-05-02,9.08
2927,1989-05-03,9.06
2928,1989-05-04,9.06
2929,1989-05-05,8.99
2931,1989-05-08,9.04
2932,1989-05-09,9.15
2933,1989-05-10,9.16
2934,1989-05-11,9.1
2935,1989-05-12,8.81
2937,1989-05-15,8.82
2938,1989-05-16,8.82
2939,1989-05-17,8.8
2940,1989-05-18,8.78
2941,1989-05-19,8.71
2943,1989-05-22,8.58
2944,1989-05-23,8.6
2945,1989-05-24,8.63
2946,1989-05-25,8.67
2947,1989-05-26,8.66
2950,1989-05-30,8.64
2951,1989-05-31,8.6
2952,1989-06-01,8.61
2953,1989-06-02,8.43
2955,1989-06-05,8.36
2956,1989-06-06,8.36
2957,1989-06-07,8.27
2958,1989-06-08,8.27
2959,1989-06-09,8.15
2961,1989-06-12,8.16
2962,1989-06-13,8.25
2963,1989-06-14,8.2
2964,1989-06-15,8.33
2965,1989-06-16,8.35
2967,1989-06-19,8.37
2968,1989-06-20,8.31
2969,1989-06-21,8.37
2970,1989-06-22,8.38
2971,1989-06-23,8.25
2973,1989-06-26,8.18
2974,1989-06-27,8.11
2975,1989-06-28,8.17
2976,1989-06-29,8.12
2977,1989-06-30,8.1
2979,1989-07-03,8.09
2981,1989-07-05,8.11
2982,1989-07-06,8.08
2983,1989-07-07,8.02
2985,1989-07-10,7.99
2986,1989-07-11,8.0
2987,1989-07-12,8.0
2988,1989-07-13,8.0
2989,1989-07-14,8.04
2991,1989-07-17,8.05
2992,1989-07-18,8.13
2993,1989-07-19,8.09
2994,1989-07-20,8.01
2995,1989-07-21,8.07
2997,1989-07-24,8.05
2998,1989-07-25,8.01
2999,1989-07-26,8.02
3000,1989-07-27,7.92
3001,1989-07-28,7.87
3003,1989-07-31,7.82
3004,1989-08-01,7.74
3005,1989-08-02,7.76
3006,1989-08-03,7.8
3007,1989-08-04,8.0
3009,1989-08-07,8.03
3010,1989-08-08,8.0
3011,1989-08-09,8.05
3012,1989-08-10,8.02
3013,1989-08-11,8.09
3015,1989-08-14,8.24
3016,1989-08-15,8.21
3017,1989-08-16,8.12
3018,1989-08-17,8.18
3019,1989-08-18,8.15
3021,1989-08-21,8.2
3022,1989-08-22,8.29
3023,1989-08-23,8.25
3024,1989-08-24,8.2
3025,1989-08-25,8.21
3027,1989-08-28,8.27
3028,1989-08-29,8.27
3029,1989-08-30,8.25
3030,1989-08-31,8.26
3031,1989-09-01,8.19
3034,1989-09-05,8.19
3035,1989-09-06,8.17
3036,1989-09-07,8.17
3037,1989-09-08,8.14
3039,1989-09-11,8.13
3040,1989-09-12,8.13
3041,1989-09-13,8.18
3042,1989-09-14,8.13
3043,1989-09-15,8.09
3045,1989-09-18,8.1
3046,1989-09-19,8.09
3047,1989-09-20,8.15
3048,1989-09-21,8.2
3049,1989-09-22,8.22
3051,1989-09-25,8.32
3052,1989-09-26,8.3
3053,1989-09-27,8.3
3054,1989-09-28,8.3
3055,1989-09-29,8.31
3057,1989-10-02,8.28
3058,1989-10-03,8.23
3059,1989-10-04,8.22
3060,1989-10-05,8.15
3061,1989-10-06,8.03
3064,1989-10-10,8.03
3065,1989-10-11,8.07
3066,1989-10-12,8.04
3067,1989-10-13,7.87
3069,1989-10-16,7.98
3070,1989-10-17,8.0
3071,1989-10-18,8.01
3072,1989-10-19,7.96
3073,1989-10-20,7.98
3075,1989-10-23,7.92
3076,1989-10-24,7.87
3077,1989-10-25,7.86
3078,1989-10-26,7.88
3079,1989-10-27,7.94
3081,1989-10-30,7.92
3082,1989-10-31,7.92
3083,1989-11-01,7.91
3084,1989-11-02,7.87
3085,1989-11-03,7.96
3087,1989-11-06,8.0
3088,1989-11-07,7.9
3089,1989-11-08,7.87
3090,1989-11-09,7.9
3091,1989-11-10,7.92
3093,1989-11-13,7.89
3094,1989-11-14,7.87
3095,1989-11-15,7.82
3096,1989-11-16,7.82
3097,1989-11-17,7.88
3099,1989-11-20,7.86
3100,1989-11-21,7.85
3101,1989-11-22,7.81
3103,1989-11-24,7.8
3105,1989-11-27,7.85
3106,1989-11-28,7.86
3107,1989-11-29,7.88
3108,1989-11-30,7.84
3109,1989-12-01,7.81
3111,1989-12-04,7.82
3112,1989-12-05,7.82
3113,1989-12-06,7.85
3114,1989-12-07,7.88
3115,1989-12-08,7.82
3117,1989-12-11,7.83
3118,1989-12-12,7.84
3119,1989-12-13,7.82
3120,1989-12-14,7.79
3121,1989-12-15,7.8
3123,1989-12-18,7.77
3124,1989-12-19,7.78
3125,1989-12-20,7.77
3126,1989-12-21,7.77
3127,1989-12-22,7.82
3130,1989-12-26,7.95
3131,1989-12-27,7.94
3132,1989-12-28,7.91
3133,1989-12-29,7.93
3136,1990-01-02,7.94
3137,1990-01-03,7.99
3138,1990-01-04,7.98
3139,1990-01-05,7.99
3141,1990-01-08,8.02
3142,1990-01-09,8.02
3143,1990-01-10,8.03
3144,1990-01-11,8.04
3145,1990-01-12,8.1
3148,1990-01-16,8.2
3149,1990-01-17,8.19
3150,1990-01-18,8.32
3151,1990-01-19,8.26
3153,1990-01-22,8.27
3154,1990-01-23,8.26
3155,1990-01-24,8.38
3156,1990-01-25,8.42
3157,1990-01-26,8.49
3159,1990-01-29,8.5
3160,1990-01-30,8.51
3161,1990-01-31,8.43
3162,1990-02-01,8.42
3163,1990-02-02,8.5
3165,1990-02-05,8.53
3166,1990-02-06,8.57
3167,1990-02-07,8.52
3168,1990-02-08,8.49
3169,1990-02-09,8.31
3171,1990-02-12,8.4
3172,1990-02-13,8.35
3173,1990-02-14,8.36
3174,1990-02-15,8.43
3175,1990-02-16,8.42
3178,1990-02-20,8.62
3179,1990-02-21,8.62
3180,1990-02-22,8.54
3181,1990-02-23,8.53
3183,1990-02-26,8.46
3184,1990-02-27,8.41
3185,1990-02-28,8.51
3186,1990-03-01,8.59
3187,1990-03-02,8.54
3189,1990-03-05,8.65
3190,1990-03-06,8.59
3191,1990-03-07,8.58
3192,1990-03-08,8.57
3193,1990-03-09,8.65
3195,1990-03-12,8.63
3196,1990-03-13,8.73
3197,1990-03-14,8.65
3198,1990-03-15,8.66
3199,1990-03-16,8.59
3201,1990-03-19,8.59
3202,1990-03-20,8.54
3203,1990-03-21,8.55
3204,1990-03-22,8.53
3205,1990-03-23,8.52
3207,1990-03-26,8.51
3208,1990-03-27,8.52
3209,1990-03-28,8.51
3210,1990-03-29,8.6
3211,1990-03-30,8.65
3213,1990-04-02,8.65
3214,1990-04-03,8.63
3215,1990-04-04,8.55
3216,1990-04-05,8.57
3217,1990-04-06,8.56
3219,1990-04-09,8.59
3220,1990-04-10,8.6
3221,1990-04-11,8.63
3222,1990-04-12,8.64
3225,1990-04-16,8.68
3226,1990-04-17,8.77
3227,1990-04-18,8.86
3228,1990-04-19,8.87
3229,1990-04-20,8.95
3231,1990-04-23,8.98
3232,1990-04-24,9.0
3233,1990-04-25,9.01
3234,1990-04-26,9.07
3235,1990-04-27,9.06
3237,1990-04-30,9.04
3238,1990-05-01,9.08
3239,1990-05-02,9.09
3240,1990-05-03,9.04
3241,1990-05-04,8.84
3243,1990-05-07,8.87
3244,1990-05-08,8.84
3245,1990-05-09,8.88
3246,1990-05-10,8.82
3247,1990-05-11,8.64
3249,1990-05-14,8.61
3250,1990-05-15,8.65
3251,1990-05-16,8.68
3252,1990-05-17,8.69
3253,1990-05-18,8.75
3255,1990-05-21,8.74
3256,1990-05-22,8.65
3257,1990-05-23,8.61
3258,1990-05-24,8.63
3259,1990-05-25,8.69
3262,1990-05-29,8.66
3263,1990-05-30,8.62
3264,1990-05-31,8.6
3265,1990-06-01,8.44
3267,1990-06-04,8.44
3268,1990-06-05,8.47
3269,1990-06-06,8.46
3270,1990-06-07,8.46
3271,1990-06-08,8.46
3273,1990-06-11,8.48
3274,1990-06-12,8.48
3275,1990-06-13,8.4
3276,1990-06-14,8.38
3277,1990-06-15,8.46
3279,1990-06-18,8.5
3280,1990-06-19,8.51
3281,1990-06-20,8.55
3282,1990-06-21,8.52
3283,1990-06-22,8.51
3285,1990-06-25,8.58
3286,1990-06-26,8.56
3287,1990-06-27,8.52
3288,1990-06-28,8.47
3289,1990-06-29,8.43
3291,1990-07-02,8.43
3292,1990-07-03,8.4
3294,1990-07-05,8.42
3295,1990-07-06,8.51
3297,1990-07-09,8.57
3298,1990-07-10,8.57
3299,1990-07-11,8.57
3300,1990-07-12,8.5
3301,1990-07-13,8.45
3303,1990-07-16,8.44
3304,1990-07-17,8.44
3305,1990-07-18,8.5
3306,1990-07-19,8.51
3307,1990-07-20,8.48
3309,1990-07-23,8.48
3310,1990-07-24,8.53
3311,1990-07-25,8.49
3312,1990-07-26,8.49
3313,1990-07-27,8.42
3315,1990-07-30,8.34
3316,1990-07-31,8.36
3317,1990-08-01,8.29
3318,1990-08-02,8.41
3319,1990-08-03,8.43
3321,1990-08-06,8.71
3322,1990-08-07,8.78
3323,1990-08-08,8.77
3324,1990-08-09,8.66
3325,1990-08-10,8.68
3327,1990-08-13,8.71
3328,1990-08-14,8.66
3329,1990-08-15,8.64
3330,1990-08-16,8.76
3331,1990-08-17,8.8
3333,1990-08-20,8.81
3334,1990-08-21,8.84
3335,1990-08-22,8.91
3336,1990-08-23,9.0
3337,1990-08-24,9.05
3339,1990-08-27,8.9
3340,1990-08-28,8.94
3341,1990-08-29,8.84
3342,1990-08-30,8.86
3343,1990-08-31,8.86
3346,1990-09-04,8.9
3347,1990-09-05,8.86
3348,1990-09-06,8.84
3349,1990-09-07,8.81
3351,1990-09-10,8.85
3352,1990-09-11,8.83
3353,1990-09-12,8.82
3354,1990-09-13,8.82
3355,1990-09-14,8.87
3357,1990-09-17,8.9
3358,1990-09-18,8.9
3359,1990-09-19,8.88
3360,1990-09-20,8.91
3361,1990-09-21,8.99
3363,1990-09-24,9.04
3364,1990-09-25,9.02
3365,1990-09-26,9.0
3366,1990-09-27,8.91
3367,1990-09-28,8.82
3369,1990-10-01,8.71
3370,1990-10-02,8.69
3371,1990-10-03,8.71
3372,1990-10-04,8.67
3373,1990-10-05,8.65
3376,1990-10-09,8.83
3377,1990-10-10,8.89
3378,1990-10-11,8.92
3379,1990-10-12,8.84
3381,1990-10-15,8.8
3382,1990-10-16,8.79
3383,1990-10-17,8.76
3384,1990-10-18,8.71
3385,1990-10-19,8.62
3387,1990-10-22,8.63
3388,1990-10-23,8.65
3389,1990-10-24,8.66
3390,1990-10-25,8.62
3391,1990-10-26,8.63
3393,1990-10-29,8.7
3394,1990-10-30,8.7
3395,1990-10-31,8.65
3396,1990-11-01,8.57
3397,1990-11-02,8.57
3399,1990-11-05,8.5
3400,1990-11-06,8.52
3401,1990-11-07,8.57
3402,1990-11-08,8.58
3403,1990-11-09,8.49
3406,1990-11-13,8.37
3407,1990-11-14,8.36
3408,1990-11-15,8.37
3409,1990-11-16,8.3
3411,1990-11-19,8.35
3412,1990-11-20,8.31
3413,1990-11-21,8.27
3415,1990-11-23,8.28
3417,1990-11-26,8.27
3418,1990-11-27,8.28
3419,1990-11-28,8.3
3420,1990-11-29,8.32
3421,1990-11-30,8.26
3423,1990-12-03,8.22
3424,1990-12-04,8.2
3425,1990-12-05,8.16
3426,1990-12-06,8.18
3427,1990-12-07,8.03
3429,1990-12-10,7.98
3430,1990-12-11,7.94
3431,1990-12-12,7.91
3432,1990-12-13,7.98
3433,1990-12-14,8.05
3435,1990-12-17,8.02
3436,1990-12-18,7.99
3437,1990-12-19,8.0
3438,1990-12-20,8.05
3439,1990-12-21,8.11
3441,1990-12-24,8.2
3443,1990-12-26,8.15
3444,1990-12-27,8.11
3445,1990-12-28,8.14
3447,1990-12-31,8.08
3449,1991-01-02,7.97
3450,1991-01-03,7.93
3451,1991-01-04,8.02
3453,1991-01-07,8.13
3454,1991-01-08,8.16
3455,1991-01-09,8.25
3456,1991-01-10,8.16
3457,1991-01-11,8.2
3459,1991-01-14,8.23
3460,1991-01-15,8.22
3461,1991-01-16,8.24
3462,1991-01-17,8.05
3463,1991-01-18,8.03
3466,1991-01-22,8.07
3467,1991-01-23,8.04
3468,1991-01-24,8.0
3469,1991-01-25,8.06
3471,1991-01-28,8.06
3472,1991-01-29,8.05
3473,1991-01-30,8.05
3474,1991-01-31,8.03
3475,1991-02-01,7.91
3477,1991-02-04,7.88
3478,1991-02-05,7.85
3479,1991-02-06,7.79
3480,1991-02-07,7.82
3481,1991-02-08,7.77
3483,1991-02-11,7.78
3484,1991-02-12,7.78
3485,1991-02-13,7.78
3486,1991-02-14,7.8
3487,1991-02-15,7.78
3490,1991-02-19,7.8
3491,1991-02-20,7.84
3492,1991-02-21,7.88
3493,1991-02-22,7.91
3495,1991-02-25,7.91
3496,1991-02-26,7.96
3497,1991-02-27,7.98
3498,1991-02-28,8.02
3499,1991-03-01,8.12
3501,1991-03-04,8.12
3502,1991-03-05,8.08
3503,1991-03-06,8.11
3504,1991-03-07,8.07
3505,1991-03-08,8.13
3507,1991-03-11,8.06
3508,1991-03-12,8.09
3509,1991-03-13,8.02
3510,1991-03-14,8.02
3511,1991-03-15,8.1
3513,1991-03-18,8.15
3514,1991-03-19,8.25
3515,1991-03-20,8.2
3516,1991-03-21,8.16
3517,1991-03-22,8.13
3519,1991-03-25,8.13
3520,1991-03-26,8.13
3521,1991-03-27,8.08
3522,1991-03-28,8.05
3525,1991-04-01,8.07
3526,1991-04-02,8.03
3527,1991-04-03,8.05
3528,1991-04-04,8.0
3529,1991-04-05,7.99
3531,1991-04-08,7.98
3532,1991-04-09,8.03
3533,1991-04-10,8.1
3534,1991-04-11,8.09
3535,1991-04-12,7.98
3537,1991-04-15,7.95
3538,1991-04-16,7.97
3539,1991-04-17,7.95
3540,1991-04-18,8.02
3541,1991-04-19,8.1
3543,1991-04-22,8.15
3544,1991-04-23,8.12
3545,1991-04-24,8.06
3546,1991-04-25,8.07
3547,1991-04-26,8.06
3549,1991-04-29,8.07
3550,1991-04-30,8.02
3551,1991-05-01,8.01
3552,1991-05-02,7.97
3553,1991-05-03,8.04
3555,1991-05-06,8.05
3556,1991-05-07,8.06
3557,1991-05-08,8.04
3558,1991-05-09,8.02
3559,1991-05-10,8.12
3561,1991-05-13,8.07
3562,1991-05-14,8.14
3563,1991-05-15,8.13
3564,1991-05-16,8.12
3565,1991-05-17,8.08
3567,1991-05-20,8.1
3568,1991-05-21,8.06
3569,1991-05-22,8.06
3570,1991-05-23,8.1
3571,1991-05-24,8.1
3574,1991-05-28,8.07
3575,1991-05-29,8.07
3576,1991-05-30,8.02
3577,1991-05-31,8.06
3579,1991-06-03,8.14
3580,1991-06-04,8.14
3581,1991-06-05,8.19
3582,1991-06-06,8.23
3583,1991-06-07,8.29
3585,1991-06-10,8.29
3586,1991-06-11,8.29
3587,1991-06-12,8.36
3588,1991-06-13,8.34
3589,1991-06-14,8.29
3591,1991-06-17,8.3
3592,1991-06-18,8.32
3593,1991-06-19,8.33
3594,1991-06-20,8.3
3595,1991-06-21,8.32
3597,1991-06-24,8.33
3598,1991-06-25,8.33
3599,1991-06-26,8.33
3600,1991-06-27,8.32
3601,1991-06-28,8.24
3603,1991-07-01,8.26
3604,1991-07-02,8.27
3605,1991-07-03,8.26
3607,1991-07-05,8.34
3609,1991-07-08,8.34
3610,1991-07-09,8.36
3611,1991-07-10,8.35
3612,1991-07-11,8.3
3613,1991-07-12,8.26
3615,1991-07-15,8.26
3616,1991-07-16,8.27
3617,1991-07-17,8.3
3618,1991-07-18,8.31
3619,1991-07-19,8.28
3621,1991-07-22,8.28
3622,1991-07-23,8.31
3623,1991-07-24,8.24
3624,1991-07-25,8.2
3625,1991-07-26,8.2
3627,1991-07-29,8.2
3628,1991-07-30,8.21
3629,1991-07-31,8.2
3630,1991-08-01,8.2
3631,1991-08-02,8.06
3633,1991-08-05,8.04
3634,1991-08-06,7.97
3635,1991-08-07,7.93
3636,1991-08-08,7.98
3637,1991-08-09,7.98
3639,1991-08-12,7.95
3640,1991-08-13,7.91
3641,1991-08-14,7.82
3642,1991-08-15,7.84
3643,1991-08-16,7.84
3645,1991-08-19,7.83
3646,1991-08-20,7.81
3647,1991-08-21,7.8
3648,1991-08-22,7.78
3649,1991-08-23,7.88
3651,1991-08-26,7.91
3652,1991-08-27,7.89
3653,1991-08-28,7.82
3654,1991-08-29,7.74
3655,1991-08-30,7.82
3658,1991-09-03,7.81
3659,1991-09-04,7.81
3660,1991-09-05,7.83
3661,1991-09-06,7.76
3663,1991-09-09,7.73
3664,1991-09-10,7.73
3665,1991-09-11,7.74
3666,1991-09-12,7.67
3667,1991-09-13,7.66
3669,1991-09-16,7.63
3670,1991-09-17,7.62
3671,1991-09-18,7.62
3672,1991-09-19,7.61
3673,1991-09-20,7.57
3675,1991-09-23,7.55
3676,1991-09-24,7.56
3677,1991-09-25,7.58
3678,1991-09-26,7.56
3679,1991-09-27,7.49
3681,1991-09-30,7.47
3682,1991-10-01,7.45
3683,1991-10-02,7.47
3684,1991-10-03,7.47
3685,1991-10-04,7.39
3687,1991-10-07,7.4
3688,1991-10-08,7.43
3689,1991-10-09,7.51
3690,1991-10-10,7.58
3691,1991-10-11,7.49
3694,1991-10-15,7.46
3695,1991-10-16,7.45
3696,1991-10-17,7.55
3697,1991-10-18,7.53
3699,1991-10-21,7.62
3700,1991-10-22,7.67
3701,1991-10-23,7.69
3702,1991-10-24,7.65
3703,1991-10-25,7.68
3705,1991-10-28,7.65
3706,1991-10-29,7.51
3707,1991-10-30,7.48
3708,1991-10-31,7.47
3709,1991-11-01,7.48
3711,1991-11-04,7.5
3712,1991-11-05,7.56
3713,1991-11-06,7.51
3714,1991-11-07,7.43
3715,1991-11-08,7.41
3718,1991-11-12,7.37
3719,1991-11-13,7.41
3720,1991-11-14,7.35
3721,1991-11-15,7.33
3723,1991-11-18,7.33
3724,1991-11-19,7.37
3725,1991-11-20,7.38
3726,1991-11-21,7.39
3727,1991-11-22,7.44
3729,1991-11-25,7.45
3730,1991-11-26,7.42
3731,1991-11-27,7.42
3733,1991-11-29,7.38
3735,1991-12-02,7.32
3736,1991-12-03,7.28
3737,1991-12-04,7.17
3738,1991-12-05,7.21
3739,1991-12-06,7.26
3741,1991-12-09,7.22
3742,1991-12-10,7.21
3743,1991-12-11,7.22
3744,1991-12-12,7.19
3745,1991-12-13,7.22
3747,1991-12-16,7.21
3748,1991-12-17,7.18
3749,1991-12-18,7.19
3750,1991-12-19,7.11
3751,1991-12-20,6.97
3753,1991-12-23,6.88
3754,1991-12-24,6.88
3756,1991-12-26,6.85
3757,1991-12-27,6.82
3759,1991-12-30,6.76
3760,1991-12-31,6.71
3762,1992-01-02,6.78
3763,1992-01-03,6.85
3765,1992-01-06,6.82
3766,1992-01-07,6.76
3767,1992-01-08,6.77
3768,1992-01-09,6.79
3769,1992-01-10,6.85
3771,1992-01-13,6.92
3772,1992-01-14,7.03
3773,1992-01-15,7.05
3774,1992-01-16,7.13
3775,1992-01-17,7.09
3778,1992-01-21,7.03
3779,1992-01-22,7.09
3780,1992-01-23,7.2
3781,1992-01-24,7.25
3783,1992-01-27,7.24
3784,1992-01-28,7.16
3785,1992-01-29,7.25
3786,1992-01-30,7.31
3787,1992-01-31,7.31
3789,1992-02-03,7.36
3790,1992-02-04,7.29
3791,1992-02-05,7.21
3792,1992-02-06,7.2
3793,1992-02-07,7.2
3795,1992-02-10,7.21
3796,1992-02-11,7.23
3797,1992-02-12,7.3
3798,1992-02-13,7.4
3799,1992-02-14,7.41
3802,1992-02-18,7.47
3803,1992-02-19,7.42
3804,1992-02-20,7.41
3805,1992-02-21,7.45
3807,1992-02-24,7.47
3808,1992-02-25,7.44
3809,1992-02-26,7.33
3810,1992-02-27,7.35
3811,1992-02-28,7.27
3813,1992-03-02,7.38
3814,1992-03-03,7.43
3815,1992-03-04,7.43
3816,1992-03-05,7.51
3817,1992-03-06,7.48
3819,1992-03-09,7.42
3820,1992-03-10,7.43
3821,1992-03-11,7.51
3822,1992-03-12,7.62
3823,1992-03-13,7.71
3825,1992-03-16,7.69
3826,1992-03-17,7.62
3827,1992-03-18,7.62
3828,1992-03-19,7.57
3829,1992-03-20,7.64
3831,1992-03-23,7.62
3832,1992-03-24,7.53
3833,1992-03-25,7.53
3834,1992-03-26,7.57
3835,1992-03-27,7.54
3837,1992-03-30,7.54
3838,1992-03-31,7.54
3839,1992-04-01,7.46
3840,1992-04-02,7.47
3841,1992-04-03,7.42
3843,1992-04-06,7.41
3844,1992-04-07,7.41
3845,1992-04-08,7.44
3846,1992-04-09,7.35
3847,1992-04-10,7.37
3849,1992-04-13,7.33
3850,1992-04-14,7.35
3851,1992-04-15,7.37
3852,1992-04-16,7.45
3855,1992-04-20,7.59
3856,1992-04-21,7.58
3857,1992-04-22,7.57
3858,1992-04-23,7.59
3859,1992-04-24,7.55
3861,1992-04-27,7.6
3862,1992-04-28,7.57
3863,1992-04-29,7.6
3864,1992-04-30,7.61
3865,1992-05-01,7.56
3867,1992-05-04,7.58
3868,1992-05-05,7.56
3869,1992-05-06,7.46
3870,1992-05-07,7.49
3871,1992-05-08,7.41
3873,1992-05-11,7.4
3874,1992-05-12,7.36
3875,1992-05-13,7.34
3876,1992-05-14,7.34
3877,1992-05-15,7.28
3879,1992-05-18,7.28
3880,1992-05-19,7.2
3881,1992-05-20,7.25
3882,1992-05-21,7.39
3883,1992-05-22,7.35
3886,1992-05-26,7.46
3887,1992-05-27,7.44
3888,1992-05-28,7.36
3889,1992-05-29,7.33
3891,1992-06-01,7.39
3892,1992-06-02,7.35
3893,1992-06-03,7.34
3894,1992-06-04,7.34
3895,1992-06-05,7.31
3897,1992-06-08,7.31
3898,1992-06-09,7.33
3899,1992-06-10,7.35
3900,1992-06-11,7.33
3901,1992-06-12,7.29
3903,1992-06-15,7.28
3904,1992-06-16,7.24
3905,1992-06-17,7.23
3906,1992-06-18,7.19
3907,1992-06-19,7.24
3909,1992-06-22,7.24
3910,1992-06-23,7.25
3911,1992-06-24,7.2
3912,1992-06-25,7.14
3913,1992-06-26,7.15
3915,1992-06-29,7.12
3916,1992-06-30,7.14
3917,1992-07-01,7.1
3918,1992-07-02,6.93
3921,1992-07-06,6.9
3922,1992-07-07,6.87
3923,1992-07-08,6.91
3924,1992-07-09,6.91
3925,1992-07-10,6.93
3927,1992-07-13,6.97
3928,1992-07-14,6.97
3929,1992-07-15,6.9
3930,1992-07-16,6.87
3931,1992-07-17,6.9
3933,1992-07-20,6.9
3934,1992-07-21,6.89
3935,1992-07-22,6.85
3936,1992-07-23,6.72
3937,1992-07-24,6.73
3939,1992-07-27,6.69
3940,1992-07-28,6.63
3941,1992-07-29,6.6
3942,1992-07-30,6.69
3943,1992-07-31,6.72
3945,1992-08-03,6.72
3946,1992-08-04,6.66
3947,1992-08-05,6.64
3948,1992-08-06,6.65
3949,1992-08-07,6.57
3951,1992-08-10,6.52
3952,1992-08-11,6.5
3953,1992-08-12,6.48
3954,1992-08-13,6.55
3955,1992-08-14,6.53
3957,1992-08-17,6.56
3958,1992-08-18,6.48
3959,1992-08-19,6.47
3960,1992-08-20,6.46
3961,1992-08-21,6.53
3963,1992-08-24,6.68
3964,1992-08-25,6.73
3965,1992-08-26,6.68
3966,1992-08-27,6.64
3967,1992-08-28,6.63
3969,1992-08-31,6.62
3970,1992-09-01,6.56
3971,1992-09-02,6.54
3972,1992-09-03,6.54
3973,1992-09-04,6.4
3976,1992-09-08,6.29
3977,1992-09-09,6.31
3978,1992-09-10,6.31
3979,1992-09-11,6.37
3981,1992-09-14,6.32
3982,1992-09-15,6.4
3983,1992-09-16,6.41
3984,1992-09-17,6.4
3985,1992-09-18,6.41
3987,1992-09-21,6.42
3988,1992-09-22,6.5
3989,1992-09-23,6.54
3990,1992-09-24,6.48
3991,1992-09-25,6.41
3993,1992-09-28,6.37
3994,1992-09-29,6.37
3995,1992-09-30,6.37
3996,1992-10-01,6.23
3997,1992-10-02,6.26
3999,1992-10-05,6.24
4000,1992-10-06,6.3
4001,1992-10-07,6.46
4002,1992-10-08,6.41
4003,1992-10-09,6.52
4006,1992-10-13,6.51
4007,1992-10-14,6.51
4008,1992-10-15,6.53
4009,1992-10-16,6.6
4011,1992-10-19,6.69
4012,1992-10-20,6.86
4013,1992-10-21,6.8
4014,1992-10-22,6.74
4015,1992-10-23,6.83
4017,1992-10-26,6.83
4018,1992-10-27,6.78
4019,1992-10-28,6.76
4020,1992-10-29,6.71
4021,1992-10-30,6.8
4023,1992-11-02,6.88
4024,1992-11-03,6.87
4025,1992-11-04,6.89
4026,1992-11-05,6.87
4027,1992-11-06,6.97
4029,1992-11-09,7.0
4030,1992-11-10,6.91
4032,1992-11-12,6.79
4033,1992-11-13,6.82
4035,1992-11-16,6.9
4036,1992-11-17,6.86
4037,1992-11-18,6.78
4038,1992-11-19,6.81
4039,1992-11-20,6.84
4041,1992-11-23,6.86
